5.766281,0.000000,0.000000
4.367032,0.629342,0.104890
4.240430,0.687413,0.114569
3.964548,0.763042,0.127174
3.984623,0.764204,0.127367
3.919042,0.689475,0.114912
3.550509,0.692524,0.115421
3.415000,0.794640,0.132440
3.119584,0.727044,0.121174
2.760233,0.666284,0.111047
2.454022,0.695227,0.115871
2.242580,0.549136,0.091523
2.099008,0.439760,0.073293
2.196462,0.550806,0.091801
2.054365,0.350727,0.058454
2.142007,0.551962,0.091994
2.101256,0.344553,0.057426
2.028991,0.348580,0.058097
2.137691,0.426205,0.071034
2.114599,0.449529,0.074921
2.214002,0.474175,0.079029
2.053993,0.406899,0.067817
2.104790,0.465019,0.077503
2.078561,0.327340,0.054557
2.148708,0.498712,0.083119
2.061688,0.430032,0.071672
2.059598,0.462626,0.077104
2.002915,0.360059,0.060010
2.021894,0.348540,0.058090
1.946221,0.310051,0.051675
2.018732,0.396164,0.066027
2.144599,0.659402,0.109900
1.924765,0.329627,0.054938
1.971463,0.385829,0.064305
1.978074,0.298151,0.049692
2.042942,0.404072,0.067345
1.929846,0.323391,0.053899
2.050982,0.384710,0.064118
2.117585,0.434214,0.072369
2.095730,0.469768,0.078295
2.086464,0.464610,0.077435
