c,Rg
0,2.016184515365595
1,2.526855753698656
2,2.1977260975835913
3,1.4439529078193651
4,2.048169914826404
5,2.048169914826404
6,1.835755975068582
7,1.6867127793432999
8,1.617096162879623
9,1.7363755354185337
10,1.7233687939614089
11,2.716615541441225
12,1.7449928366615148
13,2.176005514698894
14,2.3505318547086316
15,2.2638462845343543
16,1.5346009253222805
17,2.2416511771459895
18,2.1575449010391416
19,2.3526580712037184
20,1.9608671551127577
21,2.0724381776062706
22,1.57797338380595
23,2.476893215300167
24,1.9364916731037085
25,2.205674500011278
26,1.9235384061671343
27,3.356337289367682
28,2.0137030565602267
29,1.8934096228761488
30,1.4439529078193651
31,1.9183326093250879
32,2.2259829289552067
33,1.6217274740226855
34,1.8193405398660254
35,2.285825890132492
