c,x,y,z
0,2.65,5.65,13.3
1,0.7,2.0,11.6
2,1.1,3.0,10.8
3,6.1,1.95,12.15
4,1.75,3.5,11.05
5,2.15,1.25,11.2
6,6.05,2.9,6.45
7,5.15,3.2,16.95
8,5.5,6.15,7.95
9,5.8,0.9,14.1
10,2.05,0.65,11.4
11,4.15,2.75,8.9
12,3.8,6.5,10.5
13,0.5,4.4,11.4
14,3.4,5.6,11.3
15,1.2,6.15,10.35
16,4.75,3.35,5.7
17,5.25,4.4,2.05
18,4.65,2.4,10.35
19,5.2,1.2,9.9
20,0.75,1.4,9.15
21,2.2,3.45,11.85
22,2.8,4.6,9.4
23,5.55,1.7,4.95
24,6.5,5.9,8.7
25,3.5,0.8,9.8
26,1.6,1.65,9.85
27,2.85,2.4,9.65
28,1.75,4.55,16.5
29,3.35,4.6,9.85
30,3.95,1.15,9.8
31,4.75,6.35,7.6
32,5.15,5.35,10.1
33,1.75,6.3,15.15
34,4.6,3.75,8.05
35,5.9,4.05,6.55
