c,Rg
0,1.9506409203131159
1,2.514955267991858
2,1.98997487421324
3,2.228227995515719
4,1.6077935190813526
5,2.9622626487197246
6,1.5795568998931313
7,1.680773631397161
8,2.1851773383412154
9,2.187464285422736
10,1.6217274740226855
11,1.981161275615895
12,2.253885533916929
13,1.632482771731451
14,1.635542723379613
15,1.7190113437671084
16,1.5937377450509227
17,2.411431110357499
18,1.9078784028338913
19,2.176005514698894
20,1.6792855623746665
21,1.9352002480363626
22,1.6985287751463032
23,2.1886068628239292
24,2.207940216581962
25,1.9646882704388502
26,1.6109003693587012
27,1.893409622876149
28,2.510975905897944
29,2.159861106645518
30,1.7790446874657195
31,1.942935922772545
32,2.659887215654077
33,2.643860813280457
34,2.254994456755936
35,2.274862633215465
