c,x,y,z
0,1.4,3.95,5.35
1,2.55,4.15,13.8
2,1.3,3.2,5.3
3,5.95,3.35,8.2
4,4.1,4.85,16.65
5,1.55,5.45,16.5
6,5.3,5.0,15.7
7,2.2,0.75,11.45
8,2.25,4.15,10.5
9,5.5,1.85,12.75
10,5.8,1.0,17.8
11,3.9,6.0,9.6
12,5.0,1.95,5.95
13,1.5,5.25,7.95
14,4.0,4.45,9.65
15,4.25,4.2,2.85
16,4.1,3.75,18.65
17,1.8,1.25,16.85
18,5.65,4.1,11.25
19,2.7,5.95,8.65
20,2.85,1.6,17.35
21,1.65,3.15,18.9
22,4.6,1.1,2.3
23,4.15,1.7,11.95
24,5.5,5.5,14.0
25,2.4,1.25,4.75
26,1.6,2.5,15.2
27,1.65,1.4,4.95
28,4.5,2.15,3.35
29,3.2,5.05,2.15
30,4.0,1.45,8.25
31,1.5,3.6,12.4
32,3.15,3.9,15.25
33,2.6,5.9,3.5
34,4.3,6.2,5.1
35,5.0,3.85,5.05
