c,x,y,z
0,1.75,5.2,12.65
1,3.35,1.2,7.85
2,2.05,1.75,11.6
3,1.45,5.95,15.1
4,4.75,2.15,1.4
5,5.9,2.8,5.8
6,3.7,4.4,17.8
7,4.25,1.75,14.0
8,4.15,2.95,10.1
9,4.9,1.7,17.0
10,6.3,1.95,9.65
11,4.0,1.75,4.05
12,2.15,5.3,8.05
13,2.15,3.45,11.3
14,6.0,6.0,7.1
15,2.3,2.6,6.4
16,2.5,4.1,3.4
17,1.0,2.65,18.45
18,5.7,4.05,2.75
19,5.75,5.5,15.65
20,2.15,0.85,3.9
21,3.95,3.9,11.65
22,1.55,4.25,6.9
23,2.8,3.75,14.55
24,4.55,2.35,18.8
25,5.55,3.8,17.85
26,5.95,2.6,13.15
27,3.05,4.55,5.9
28,1.95,0.9,12.15
29,3.85,5.95,4.5
30,4.45,3.5,5.95
31,2.25,1.15,16.3
32,2.2,3.75,16.15
33,1.6,5.15,10.75
34,4.2,5.05,1.85
35,2.25,5.8,17.25
