c,Rg
0,2.2923786772695296
1,2.4647515087732477
2,1.6140012391568974
3,1.5827191791344413
4,1.6294170736800322
5,1.6401219466856727
6,2.962262648719725
7,1.5732132722552272
8,1.8261982367749674
9,1.8894443627691184
10,1.7691806012954132
11,2.28801223772951
12,2.570992026436488
13,1.968501968502953
14,1.77341478509682
15,1.7190113437671084
16,2.0346989949375804
17,1.724818831066034
18,1.9131126469708992
19,1.592168332809066
20,2.1342445970413046
21,2.305428376679701
22,2.0760539492026697
23,1.5378556499229699
24,2.272663635472702
25,1.977371993328519
26,2.3738154940938436
27,1.3820274961085253
28,2.6767517628648347
29,1.8207141456033125
30,1.5652475842498528
31,1.4916433890176297
32,2.602883016964074
33,3.353356527421443
34,2.346273641330013
35,2.1667948680020452
