c,x,y,z
0,4.1,4.5,10.0
1,0.55,1.15,9.9
2,1.0,3.95,12.55
3,5.75,1.4,10.75
4,2.0,3.1,7.3
5,2.5,1.5,9.6
6,6.3,2.7,12.1
7,6.5,1.7,10.8
8,5.4,6.0,11.1
9,5.9,0.65,10.25
10,2.5,0.5,9.6
11,3.65,3.35,8.4
12,3.1,6.3,10.3
13,1.75,5.1,12.15
14,3.55,6.25,14.0
15,0.6,6.25,11.75
16,5.55,2.4,8.25
17,5.05,3.75,15.7
18,3.35,2.0,6.05
19,4.6,0.85,9.75
20,1.1,1.15,9.35
21,1.25,3.55,9.7
22,1.65,4.25,10.2
23,5.75,3.65,13.9
24,6.4,6.4,11.0
25,3.5,1.0,9.8
26,0.95,2.2,9.75
27,3.1,3.35,7.75
28,2.35,4.55,10.1
29,4.4,5.1,8.6
30,4.15,2.6,4.15
31,6.1,5.4,13.5
32,4.95,4.8,11.85
33,1.6,6.2,10.9
34,4.55,3.75,9.7
35,4.25,5.9,17.55
