c,x,y,z
0,5.8,4.45,11.95
1,2.4,1.85,8.55
2,1.75,4.0,10.65
3,4.6,4.9,14.3
4,0.85,4.0,2.35
5,5.4,1.75,4.65
6,1.5,4.85,17.55
7,4.75,1.9,18.75
8,5.75,4.7,6.45
9,3.7,0.85,16.05
10,2.05,5.05,11.5
11,3.5,2.1,2.5
12,2.85,6.1,5.05
13,3.85,2.15,9.5
14,5.05,5.95,9.2
15,2.9,2.25,8.15
16,1.55,4.35,6.1
17,2.35,1.55,12.5
18,2.55,1.55,1.6
19,5.0,4.3,13.8
20,3.9,3.0,3.8
21,5.15,1.1,9.85
22,2.85,1.1,6.25
23,3.8,3.45,14.35
24,4.75,4.85,17.9
25,4.05,6.1,17.25
26,5.25,2.15,11.3
27,5.6,3.6,3.7
28,4.65,2.2,14.75
29,3.6,4.4,3.1
30,2.85,5.9,1.75
31,2.3,2.7,15.7
32,1.5,5.05,16.55
33,2.45,6.05,9.7
34,2.1,2.4,5.7
35,1.2,1.5,17.8
