c,Rg
0,2.339871791359518
1,2.0940391591371927
2,1.6911534525287764
3,1.973575435599055
4,1.726267650163207
5,3.121698255757593
6,2.1494185260204675
7,2.3947860029656094
8,2.4031229681395834
9,1.7073371078963873
10,1.8748333259252674
11,1.5491933384829666
12,1.592168332809066
13,1.6232683080747927
14,2.7640549922170505
15,1.7334935823359716
16,2.669269563007828
17,1.7790446874657193
18,2.8346075566116733
19,1.9659603251337503
20,2.2
21,1.935200248036363
22,2.5563646062328433
23,1.710263137648707
24,2.1805962487356525
25,1.6385969608173936
26,1.4645818515876807
27,1.5198684153570663
28,2.3430749027719964
29,3.2326459750489227
30,1.5636495771111887
31,2.0724381776062706
32,2.148255105894084
33,1.8220867158288598
34,2.656124997058685
35,1.5149257407543117
