c,x,y,z
0,4.9,2.95,13.35
1,5.2,5.45,2.15
2,2.0,0.9,9.7
3,1.8,4.05,13.25
4,2.15,5.5,2.55
5,2.7,1.65,2.95
6,2.85,1.5,18.55
7,2.2,5.7,17.6
8,3.25,5.65,10.5
9,3.35,1.45,14.2
10,5.4,0.75,13.45
11,2.1,1.7,6.3
12,4.65,2.8,10.45
13,3.1,3.45,9.55
14,5.3,4.2,7.6
15,3.95,1.6,5.15
16,1.6,6.0,7.3
17,5.8,2.8,15.6
18,4.75,4.6,4.15
19,3.45,3.2,16.85
20,3.55,4.6,1.75
21,4.25,5.25,12.3
22,4.35,5.75,6.4
23,1.9,3.65,16.85
24,6.25,3.15,18.4
25,5.4,5.2,17.5
26,4.5,1.75,8.55
27,1.6,3.7,4.0
28,0.85,2.15,12.4
29,6.3,2.25,5.45
30,2.25,3.3,7.15
31,5.75,1.9,14.15
32,3.6,4.4,16.8
33,1.95,4.55,11.0
34,3.2,2.55,1.65
35,4.5,6.0,16.2
