c,Rg
0,2.114237451186597
1,2.0248456731316584
2,2.3010866998007704
3,2.782984010015149
4,1.9987496091306685
5,2.134244597041304
6,2.669269563007828
7,1.6568041525780892
8,2.0359273071502337
9,3.0339742912556127
10,2.5189283435619996
11,2.714774392099646
12,2.079663434308542
13,3.0058276730378273
14,1.7986105748604948
15,1.7392527130926085
16,3.702026472082554
17,1.8801595676963165
18,3.602082730865575
19,2.7267196408871963
20,2.130727575266252
21,1.940360791193226
22,2.13658606192215
23,2.2814469093099667
24,2.6542418879973995
25,2.98496231131986
26,1.9170289512680814
27,1.8748333259252674
28,1.6309506430300091
29,2.1166010488516727
30,1.4230249470757708
31,1.5083103128998356
32,1.8425525772688278
33,1.7564168070250294
34,2.313006701244076
35,1.6309506430300091
