c,x,y,z
0,6.1,2.7,4.3
1,5.1,5.45,16.65
2,1.85,4.5,2.95
3,4.25,2.25,11.7
4,2.65,6.05,13.2
5,3.15,5.65,17.6
6,3.8,2.7,16.2
7,2.4,1.15,13.75
8,1.8,4.8,11.1
9,4.45,1.2,17.05
10,5.45,4.0,17.55
11,5.3,1.15,6.05
12,4.55,2.45,8.8
13,3.25,5.9,8.65
14,3.6,4.1,9.1
15,4.6,4.85,2.05
16,3.5,0.65,18.05
17,1.55,2.05,15.9
18,5.5,4.4,7.7
19,4.35,5.75,7.1
20,0.8,4.4,14.3
21,2.25,4.7,18.25
22,1.65,2.4,3.15
23,3.65,2.15,10.4
24,4.45,5.55,15.4
25,3.2,3.8,4.9
26,4.35,2.7,13.65
27,3.35,1.7,7.55
28,1.35,1.05,8.3
29,3.35,5.35,3.5
30,2.5,1.85,9.85
31,5.05,5.45,12.2
32,4.7,3.9,12.7
33,1.15,5.15,2.8
34,2.8,1.05,4.05
35,5.05,4.65,4.6
