c,x,y,z
0,2.85,3.75,12.1
1,3.8,2.75,17.85
2,1.55,4.85,17.4
3,2.95,5.55,3.5
4,1.1,4.3,4.7
5,3.85,1.7,10.15
6,0.85,3.9,5.45
7,5.55,1.95,2.4
8,4.9,6.15,14.85
9,1.95,3.1,7.85
10,1.05,2.1,11.45
11,2.05,3.1,3.35
12,1.3,4.65,8.95
13,4.1,4.3,9.1
14,2.1,6.2,15.5
15,3.25,1.6,16.35
16,5.4,3.25,1.95
17,5.35,4.3,7.95
18,5.75,4.3,4.35
19,5.15,4.8,10.85
20,5.95,1.2,12.15
21,3.35,4.8,1.05
22,2.2,1.0,3.5
23,3.2,3.1,3.0
24,5.0,4.8,6.4
25,3.65,3.55,14.0
26,3.8,2.3,18.0
27,2.95,1.75,7.4
28,5.3,1.65,18.75
29,1.05,3.05,13.0
30,5.15,2.8,5.45
31,4.2,2.0,12.1
32,2.9,1.85,15.55
33,4.3,5.65,16.65
34,2.9,6.0,8.9
35,5.45,2.75,15.9
