c,x,y,z
0,2.1,4.45,11.25
1,6.25,2.1,4.65
2,4.4,1.15,6.75
3,4.7,2.45,3.25
4,1.4,3.75,2.25
5,4.6,4.85,12.85
6,5.1,6.1,16.6
7,5.45,4.45,9.9
8,2.35,5.85,7.7
9,1.1,4.3,6.5
10,2.45,3.05,8.2
11,4.85,5.75,6.6
12,2.85,5.65,4.5
13,4.3,5.9,12.8
14,3.2,2.25,10.55
15,1.7,4.85,14.95
16,0.95,1.35,6.0
17,4.7,2.95,18.85
18,1.75,4.95,1.9
19,5.15,3.55,7.5
20,3.45,5.2,1.55
21,4.45,1.4,9.65
22,2.3,1.2,1.9
23,1.9,6.0,14.8
24,4.85,2.3,4.45
25,2.6,3.0,18.8
26,6.05,4.6,2.75
27,2.35,1.65,13.1
28,2.95,2.1,9.65
29,5.4,2.35,12.85
30,1.55,2.0,16.25
31,1.75,3.6,17.75
32,4.25,2.6,15.15
33,0.9,1.95,11.35
34,5.5,3.75,16.35
35,4.75,1.05,16.8
