c,Rg
0,4.6599356218729024
1,4.556862956025778
2,4.69201449273124
3,4.865696250281145
4,4.6384264573236464
5,5.079862202855507
6,4.893873721296862
7,3.360803475361212
8,4.725991959366838
9,4.17432629294836
10,4.400568145137625
11,4.226109321823087
12,3.8347098977628025
13,3.762313118282422
14,4.03732584763727
15,2.9300170647967216
16,3.6592348927063973
17,4.738143096192853
18,4.538171437925191
19,4.684015371452148
20,4.809885653526495
21,4.626013402488151
22,4.24381903478459
23,4.66529741817175
24,4.935585071701227
25,4.294182110716777
26,4.687749993333689
27,3.5078483433580763
28,2.3780243901188234
29,4.089621009335706
30,4.654567649094812
31,4.06386515524322
32,3.227227912620985
33,3.9855990766759266
34,4.532659263611153
35,3.9140771581561853
