c,x,y,z
0,1.45,3.55,1.3
1,3.1,5.1,13.5
2,3.7,1.25,9.25
3,1.7,3.55,10.85
4,1.75,2.5,15.15
5,5.2,4.2,18.3
6,4.75,5.15,15.5
7,4.75,3.0,17.05
8,5.3,4.75,8.65
9,2.5,2.1,3.5
10,1.45,2.4,3.95
11,1.0,5.7,11.1
12,3.65,1.5,1.35
13,5.0,4.45,10.05
14,2.6,6.1,11.1
15,1.75,2.05,8.8
16,4.4,1.25,13.05
17,2.7,3.65,15.85
18,2.6,6.0,17.7
19,3.6,1.25,6.65
20,4.55,1.8,15.55
21,2.8,5.6,7.6
22,4.65,5.7,4.05
23,5.4,1.9,5.7
24,1.5,1.85,13.05
25,5.0,4.0,2.0
26,4.35,0.95,18.4
27,2.8,4.1,6.8
28,3.95,2.2,10.45
29,2.8,2.75,6.15
30,2.05,5.05,3.5
31,3.35,4.4,18.25
32,5.5,4.15,13.35
33,4.35,3.55,3.1
34,2.75,5.4,4.85
35,5.85,2.6,11.15
