c,x,y,z
0,3.3,3.45,11.15
1,5.4,2.25,17.95
2,2.2,5.65,16.45
3,0.95,2.45,7.3
4,1.9,1.9,4.2
5,5.7,1.05,14.15
6,1.75,4.9,2.85
7,4.75,3.55,2.7
8,5.95,4.95,14.5
9,3.65,4.85,9.0
10,2.3,1.3,10.4
11,3.35,4.35,2.6
12,5.7,5.2,9.5
13,4.15,1.8,7.75
14,1.75,5.25,15.1
15,2.8,3.7,19.2
16,4.75,1.45,3.4
17,6.05,4.05,11.7
18,2.75,5.6,5.55
19,5.15,2.1,11.85
20,4.05,1.75,9.0
21,2.45,4.55,1.0
22,5.8,5.5,5.1
23,1.6,5.6,7.6
24,4.3,5.65,1.75
25,5.9,4.35,16.95
26,3.2,5.75,17.15
27,2.15,5.35,8.6
28,2.9,2.5,13.1
29,3.4,4.1,13.4
30,3.7,1.65,4.85
31,2.25,2.0,13.45
32,2.2,1.1,17.0
33,1.95,3.4,14.95
34,5.4,5.1,6.5
35,3.4,2.2,16.8
