c,x,y,z
0,2.15,1.75,17.6
1,2.6,5.7,14.6
2,3.1,5.35,15.85
3,6.25,2.05,16.0
4,3.1,5.75,8.75
5,2.75,1.15,9.5
6,1.95,4.45,3.6
7,5.6,5.85,12.85
8,2.65,3.7,0.95
9,4.15,0.95,15.5
10,1.25,1.55,8.5
11,1.95,3.45,6.1
12,1.4,5.95,11.25
13,4.5,4.6,18.4
14,4.6,3.0,12.8
15,1.55,4.7,18.65
16,5.05,1.2,4.15
17,5.15,3.4,6.55
18,1.0,4.35,12.35
19,4.85,2.65,2.6
20,2.4,3.45,8.75
21,2.5,3.2,15.0
22,4.8,5.45,2.75
23,1.8,3.0,1.9
24,5.9,1.45,11.35
25,4.45,4.25,10.4
26,3.15,1.1,15.55
27,6.05,3.5,10.35
28,4.9,1.95,14.25
29,4.65,5.4,4.95
30,1.2,1.65,13.55
31,3.65,5.35,5.1
32,4.5,5.1,9.2
33,2.9,6.1,18.2
34,5.65,1.85,5.3
35,3.45,0.75,5.1
