c,Rg
0,2.3227139298673873
1,1.5149257407543117
2,2.127204738618264
3,1.4747881203752629
4,2.098809186181536
5,2.9283100928692645
6,2.2102036105300344
7,1.9634153916071861
8,2.2102036105300344
9,2.881839690197913
10,1.9013153341831543
11,1.8614510468986285
12,1.942935922772545
13,2.320560277174459
14,1.8986837546047526
15,1.793042107704111
16,1.950640920313116
17,2.6953663943887105
18,2.339871791359518
19,2.0211382931407735
20,1.7073371078963873
21,2.466779276708802
22,1.7521415467935233
23,1.911805429430516
24,1.541103500742244
25,1.9078784028338913
26,1.815213486067135
27,1.6324827717314507
28,2.091650066335189
29,1.3910427743243556
30,1.8220867158288598
31,1.51657508881031
32,1.9013153341831546
33,1.9352002480363628
34,2.0832666655999654
35,1.9987496091306687
