c,x,y,z
0,1.6,4.55,7.95
1,4.1,0.95,19.05
2,2.0,2.85,18.25
3,6.1,3.8,11.1
4,4.2,3.7,14.2
5,0.85,2.8,10.75
6,4.7,5.1,3.1
7,6.2,2.9,16.3
8,5.8,4.9,7.9
9,2.05,3.35,7.5
10,2.2,0.85,12.05
11,1.45,1.9,4.95
12,5.2,4.15,18.95
13,1.35,4.25,13.0
14,1.5,5.75,10.05
15,4.65,3.6,14.35
16,5.25,1.7,11.35
17,1.4,6.05,3.05
18,4.15,3.7,5.85
19,3.95,1.6,7.15
20,3.8,2.05,16.75
21,4.45,5.1,11.15
22,3.1,5.0,13.7
23,4.4,4.1,9.1
24,3.95,6.15,5.4
25,4.15,0.9,9.65
26,2.75,4.8,17.35
27,4.5,2.4,3.6
28,2.25,1.35,4.8
29,5.15,4.9,1.55
30,3.75,1.65,13.3
31,3.75,2.5,3.35
32,0.7,3.1,1.4
33,3.05,3.6,15.75
34,1.5,3.35,3.55
35,6.0,1.2,5.3
