c,x,y,z
0,5.95,4.85,9.7
1,1.05,1.2,11.25
2,2.1,4.45,12.85
3,5.95,2.2,14.15
4,5.55,4.9,3.25
5,5.4,2.15,10.05
6,3.25,3.75,18.9
7,4.0,3.65,14.25
8,6.0,4.15,7.65
9,1.75,1.5,15.75
10,3.45,1.4,13.65
11,2.6,6.05,2.15
12,3.8,5.55,5.75
13,2.65,6.35,8.7
14,4.5,5.75,9.05
15,0.95,5.05,5.3
16,2.2,0.9,3.2
17,1.8,3.35,16.75
18,2.0,2.05,7.25
19,5.95,1.15,17.2
20,4.95,3.15,5.4
21,2.15,3.1,9.85
22,1.8,4.3,9.4
23,2.1,5.65,16.35
24,6.1,5.55,16.25
25,4.7,2.35,13.45
26,0.9,2.45,8.75
27,4.2,4.05,2.15
28,2.8,3.6,11.7
29,5.05,1.9,3.85
30,3.7,1.15,5.05
31,4.35,3.6,17.85
32,4.8,6.05,15.05
33,1.35,5.7,10.95
34,4.15,3.35,9.1
35,2.1,1.9,18.1
