c,x,y,z
0,4.7,2.3,18.2
1,2.25,4.65,15.1
2,1.7,5.15,18.25
3,4.75,2.15,16.5
4,1.9,3.9,10.3
5,2.15,1.45,10.5
6,1.2,4.55,2.75
7,5.65,3.7,10.75
8,4.25,3.95,1.6
9,5.75,4.6,14.45
10,3.4,3.2,1.5
11,0.75,1.6,11.75
12,3.5,5.8,11.5
13,3.45,3.05,16.1
14,1.2,4.75,7.95
15,2.2,4.35,18.65
16,4.45,5.95,2.0
17,5.1,4.25,5.95
18,1.5,3.85,15.35
19,3.4,0.6,3.0
20,4.25,4.45,7.4
21,2.1,5.35,13.25
22,3.2,5.75,3.05
23,4.35,2.45,5.5
24,2.8,1.05,17.05
25,2.55,4.3,7.85
26,1.8,1.8,15.1
27,5.1,6.25,15.45
28,5.1,1.95,8.95
29,5.9,1.9,3.7
30,3.9,2.7,13.3
31,3.1,5.95,7.25
32,4.6,3.5,13.5
33,6.0,3.0,17.3
34,5.5,3.9,4.5
35,2.05,1.6,7.25
