c,x,y,z
0,1.6,2.15,4.65
1,2.25,2.35,13.1
2,2.05,2.5,13.55
3,2.9,3.1,9.3
4,2.1,1.6,15.2
5,5.1,4.7,18.5
6,5.75,2.9,11.75
7,2.85,0.9,18.45
8,3.95,4.2,6.85
9,1.35,2.2,4.15
10,2.85,0.55,5.2
11,1.25,4.55,12.4
12,4.75,1.55,2.2
13,3.95,6.0,2.35
14,1.2,5.75,10.95
15,4.35,1.5,10.25
16,5.05,1.6,11.75
17,1.25,5.15,17.3
18,4.75,3.5,16.25
19,5.35,1.65,5.4
20,5.4,1.2,16.2
21,3.15,3.0,7.35
22,5.7,4.95,2.75
23,3.75,3.2,1.45
24,2.3,5.3,14.8
25,3.4,1.15,3.55
26,3.9,2.35,12.55
27,1.95,4.7,7.15
28,5.7,5.1,7.4
29,2.3,4.2,5.0
30,3.85,4.45,4.2
31,2.55,3.3,17.75
32,4.75,4.65,12.0
33,1.05,5.65,4.6
34,1.95,5.1,6.65
35,4.5,6.15,11.05
