c,Rg
0,2.5169425897306437
1,2.2327113561766105
2,1.7363755354185337
3,1.601561737804697
4,1.4696938456699071
5,1.6077935190813526
6,1.469693845669907
7,1.601561737804697
8,1.7734147850968203
9,1.638596960817394
10,2.7
11,1.74928556845359
12,2.25166604983954
13,2.0211382931407735
14,1.680773631397161
15,2.4969981978367546
16,2.0579115627256677
17,1.8947295321496416
18,1.7277152543170995
19,1.5684387141358123
20,1.893409622876149
21,2.1575449010391416
22,1.6643316977093239
23,1.8801595676963165
24,1.7277152543170995
25,2.2304708023195463
26,1.3711309200802089
27,1.8479718612576328
28,1.8748333259252674
29,2.283637449333847
30,1.698528775146303
31,1.9999999999999998
32,2.117781858454737
33,1.9697715603592207
34,1.8668154702594468
35,2.1851773383412154
