c,x,y,z
0,3.1,4.25,15.75
1,1.15,4.35,13.1
2,2.4,4.35,17.45
3,3.55,4.9,13.95
4,5.3,1.9,9.1
5,3.95,3.15,9.6
6,1.2,4.4,6.4
7,5.7,4.9,6.6
8,3.35,3.95,1.6
9,2.25,1.6,14.35
10,1.2,1.0,6.8
11,3.6,2.9,12.8
12,4.2,5.35,11.45
13,3.8,4.55,18.25
14,3.0,0.95,11.75
15,2.65,1.85,18.0
16,4.4,2.4,3.2
17,3.5,2.5,1.4
18,4.65,5.55,17.4
19,5.65,5.0,2.35
20,2.85,1.75,5.5
21,1.4,4.3,10.5
22,5.35,2.9,1.45
23,5.75,3.45,6.2
24,4.5,3.3,17.8
25,1.05,2.75,6.1
26,5.25,1.0,17.55
27,5.95,2.55,13.5
28,4.25,5.25,10.5
29,3.3,5.15,3.25
30,4.05,0.95,6.2
31,2.25,6.2,4.45
32,5.4,4.85,15.55
33,5.55,4.65,12.0
34,3.75,4.9,6.85
35,2.7,3.95,8.45
