c,Rg
0,2.939387691339814
1,2.0334699407662753
2,1.978635893740938
3,1.3656500283747666
4,1.9300259065618781
5,3.0667572450391307
6,1.6688319268278637
7,2.4186773244895643
8,2.7486360253769506
9,1.9937402037376886
10,1.753567791675018
11,1.8506755523321747
12,1.396424004376894
13,1.6941074346097416
14,1.986202406604121
15,1.8096961070853856
16,2.258317958127243
17,1.9912307751739877
18,1.9144189719076647
19,2.040833163195855
20,2.28801223772951
21,2.042057785666214
22,1.8261982367749676
23,1.9836834424877374
24,1.541103500742244
25,1.7592612085759178
26,1.4882876066137218
27,2.6466960535732094
28,2.644806231087639
29,2.1552262062252305
30,2.2113344387495983
31,1.6867127793433
32,2.737699764400764
33,1.6628289148315891
34,1.8761663039293717
35,1.6140012391568974
