19.000000,0.000000,0.000000
11.988420,2.257244,0.376207
11.365151,2.423041,0.403840
10.005554,2.407725,0.401287
9.795124,2.359115,0.393186
8.875685,2.673563,0.445594
8.399735,3.235764,0.539294
7.579211,2.634416,0.439069
6.574361,2.798452,0.466409
6.683313,2.828757,0.471459
5.390321,1.959185,0.326531
5.038739,1.681291,0.280215
4.807402,1.995153,0.332526
5.109903,2.086147,0.347691
4.790036,1.728893,0.288149
5.099020,1.450390,0.241732
4.790036,2.119600,0.353267
4.307616,1.404773,0.234129
4.546061,1.557586,0.259598
4.515406,1.783836,0.297306
4.743416,1.585719,0.264287
4.642796,1.357122,0.226187
4.836206,1.519329,0.253221
4.994441,1.773026,0.295504
4.459696,1.625946,0.270991
4.384315,1.495444,0.249241
4.818944,1.664991,0.277499
4.795832,1.925547,0.320924
4.082483,1.427702,0.237950
4.288227,1.373926,0.228988
4.624812,1.795969,0.299328
4.478343,1.705041,0.284173
4.453463,1.825262,0.304210
4.824705,2.014359,0.335727
4.731690,1.438413,0.239735
4.294700,1.495587,0.249264
4.465920,1.390864,0.231811
4.870546,1.489348,0.248225
5.071708,1.879268,0.313211
5.055250,1.860114,0.310019
5.000000,1.851126,0.308521
