c,x,y,z
0,2.9,4.0,11.4
1,5.9,4.75,17.65
2,4.45,5.3,15.85
3,1.25,4.9,6.35
4,4.4,1.0,5.7
5,4.75,1.4,12.75
6,2.7,6.0,2.2
7,3.25,1.7,4.35
8,4.95,0.9,16.15
9,4.05,2.6,9.05
10,2.4,3.3,10.9
11,5.6,3.25,3.55
12,5.25,5.05,12.7
13,3.6,1.6,8.0
14,2.25,5.95,13.9
15,2.35,5.0,16.95
16,4.45,0.95,3.1
17,6.4,3.8,14.5
18,2.7,4.65,5.25
19,5.5,4.75,10.55
20,2.15,1.75,7.4
21,4.6,4.85,1.25
22,5.45,4.5,7.05
23,3.3,5.35,8.65
24,3.6,4.0,2.0
25,4.6,2.6,19.1
26,2.15,4.6,18.35
27,2.0,4.9,11.2
28,3.75,2.5,11.85
29,1.45,3.85,14.8
30,1.8,4.25,2.95
31,0.95,4.45,9.7
32,1.95,1.3,13.95
33,4.05,2.55,16.4
34,5.6,5.25,3.55
35,3.45,2.15,18.2
