c,Rg,Rgx,Rgy,Rgz
0,2.726055594095616,1.4367984409791097,1.052854749003869,2.0636099969713273
1,2.743966513079196,1.8459844942198187,1.8423319792046167,0.8529398281238835
2,1.8612734339961983,1.1931567692889313,1.114973105325864,0.8930569379384496
3,2.3935147858536405,1.736831893880349,1.4533850152316832,0.7745966692414834
4,1.9297382928262576,1.0828058041957478,0.7095969585616894,1.4310463394313966
5,2.7599864102020506,1.608151597331545,1.405165329632069,1.7483946410636244
6,1.8851664496537168,1.1342529228086655,1.1044534278999723,1.0234771495250883
7,2.8603975247681923,2.0779500764936585,1.398908523421028,1.3809606882167211
8,2.520116161092579,1.1678707512391941,0.9232075589486907,2.033408757948091
9,2.4226284810304697,0.9584393857203491,1.7887962656770053,1.3231517754588853
10,1.9456360730619693,0.804699777308283,0.9539576948691175,1.4926227633263536
11,2.2768791515141946,0.7667756804307242,2.0021795544106427,0.7664925038120074
12,2.282203217200432,0.8532367915766409,0.6696607816648665,2.00798230559933
13,2.0863151273477363,0.7810290008059879,1.488352608792688,1.2359251686085206
14,1.6141798200014768,1.2720346555420572,0.7071067811865476,0.6982151003809641
15,2.09162256360941,0.6637568256522867,1.850487266235572,0.7141489357970084
16,2.781897769041846,0.8553683952543488,1.2831956004054876,2.31532053005626
17,2.0991015825109565,1.6501746339402998,1.0470212383710278,0.766092460216128
18,1.930741214611632,1.5460035630295295,0.8047517878203192,0.830667912525818
19,2.143536097316767,0.8021418929341616,0.8046134982710641,1.817666774329112
20,1.9771199142692382,1.1895994317836571,1.1164013894652762,1.1169173133674668
21,2.6383917432405672,2.073911909026032,1.284523257866513,1.0049877533582188
22,1.956802281299774,1.1978050362642494,1.0882160463804968,1.1000564074628176
23,1.7407329174804504,0.9281028641266009,1.17421020690505,0.8888231284119467
24,2.079927732614766,1.543566497725317,1.0936182332057198,0.8645814016042678
25,1.7590949246700702,1.1976582819819686,0.6324555320336759,1.1225103979919295
26,1.9618573199139635,1.5036129164449206,0.5899421697081841,1.1135531319160303
27,2.1051825115652085,1.8067147434224362,0.4770453332755703,0.969537514952361
28,2.325492707986847,1.6614096666385447,1.2883405288975427,0.9938877884851989
29,1.9567834878953778,1.5776565689655022,0.7071067811865476,0.9165158857870387
30,2.147995446294056,1.3334931570878046,1.1348308864760424,1.24412189772546
31,2.1443640803977297,0.7485693534336013,1.813266519957836,0.8660287293156039
32,2.136008471167659,1.7174819130343122,0.9408956014882841,0.8529381773610559
33,1.8482490069522555,0.9281028641266009,0.8409132992764474,1.3592329779695602
34,2.1472005463160633,1.4737287457670085,1.3336353108702543,0.8124103812729131
35,2.6268997017016087,1.5045481353549313,1.5317620035762736,1.513486741137827
