c,Rg,Rgx,Rgy,Rgz
0,2.19150086057478,0.9408956014882842,1.8138056125450712,0.7921494107174482
1,2.2956519824006425,1.3962286162731374,1.6349504924920508,0.8046741964919717
2,1.7421499785609735,1.2083215996165921,0.9734033016175772,0.7921688406520419
3,2.3386665466457592,1.5753303861730084,1.2359945689201066,1.2083099008118736
4,1.9236495128011235,1.0903318322419098,1.4014648349494896,0.7399326051067086
5,1.466639931066927,0.6540681928514793,1.0645308585945266,0.7681155756785565
6,1.9752059396427504,1.470182956777829,1.118033988749895,0.7000004125713071
7,2.3844042325285364,1.4944126378279863,1.5928320264233766,0.9565566097205118
8,2.1944184901927892,1.2307527166738248,0.8082119130525115,1.627118239127077
9,2.556355434656926,1.7018022806718769,1.2084472040184462,1.475966619168604
10,2.01481661202701,1.281964903146728,1.2200619179369545,0.9630684729550643
11,2.5256560385373144,2.0116904638885176,1.1489203663004672,1.005992989239985
12,2.829729692126087,1.932229978263457,1.8771924998784753,0.8660287293156039
13,2.4889238336879655,1.5556920083679802,1.6231194512111544,1.0677300558193537
14,1.7175913147486512,1.0198098744864164,0.458375113198786,1.3038404810405297
15,2.0013607410209686,1.3519123220090865,0.6984088318456462,1.3000011511148748
16,2.4615893490182312,1.977878444798871,1.1044534278999723,0.9631207641827686
17,2.3577645687812003,1.5190599798888786,1.4375358299534657,1.0885776393532984
18,2.129173526934806,1.6067203179458462,0.9443388439008534,1.0295891780705544
19,2.8739647023058583,1.2393678015827263,1.8421909481918535,1.8248213810945992
20,2.62168032702311,0.9696533958585407,1.4292631528518462,1.972355664909349
21,2.137207976543228,1.4021288959649894,0.970406927067197,1.288410994209534
22,2.7832339261190393,1.6761073870429664,1.8129176932503033,1.2846729358478761
23,1.6985548834229645,0.928102864126601,0.9675709356941223,1.0428423898173684
24,2.8759434772957553,1.9619931908393566,1.9394768779493092,0.812442640190678
25,2.5101674750900584,1.6751728269047346,1.802009045732013,0.4974938714195381
26,1.5827595218794293,0.6225293339273259,0.9630698687530411,1.0909085023043867
27,2.160676760323024,0.8366600265340756,1.660241247560125,1.1009646054710382
28,2.3331100812863506,0.8602345592337013,1.9636148200703722,0.9206606285162846
29,1.4783540488326874,0.9749479444565233,0.5894913204619726,0.9420759960852415
30,1.5962517894743296,1.1225678153679624,0.7485693534336013,0.8529391528122037
31,1.869675350802914,1.3896681627280665,0.7839020410740107,0.9746824636259749
32,2.320567152228093,1.645183564226193,1.410984530177422,0.8291716369968285
33,2.3698606978681256,1.2170393919672444,1.6867290267259885,1.1357816850521933
34,2.5048565661730016,1.7759349920816359,0.7485693534336013,1.600001638780411
35,1.8221253738697565,1.313405197225898,0.8046997773082828,0.9734299843337475
