c,x,y,z
0,2.4566,3.60601,11.61223
1,1.85732,1.30911,6.95388
2,5.00051,4.72004,20.09025
3,1.26759,4.03789,15.39534
4,7.16977,0.03699,19.7405
5,3.66015,2.53961,19.52255
6,0.4757,3.60254,10.39924
7,7.17202,4.60601,1.43315
8,5.38355,4.45651,20.01586
9,5.9118,1.81834,12.0
10,2.39131,4.63787,2.80062
11,6.05904,3.28962,6.65046
12,1.44519,0.6884,5.45604
13,0.05893,2.10601,3.5
14,3.33161,7.24458,16.54876
15,6.07144,3.75427,14.60173
16,6.81061,5.23073,7.53762
17,1.40319,1.73978,1.13664
18,4.10601,7.33111,5.29771
19,3.06624,2.04259,9.0
20,6.46254,6.09709,13.65685
21,5.86442,4.81074,5.83999
22,2.36369,3.66699,11.5
23,1.98455,6.71942,11.86982
24,2.99397,4.33933,13.70032
25,0.0876,1.27193,12.82716
26,2.15976,5.4789,7.01214
27,3.8116,0.05026,2.95945
28,1.93491,2.60838,18.44973
29,2.50651,6.03694,8.50953
30,5.04386,1.28962,19.82675
31,0.12873,6.37287,20.34952
32,3.55418,4.37258,5.05234
33,2.10601,0.18939,16.56077
34,5.32006,7.28136,11.82735
35,4.13992,5.02444,17.0
