c,x,y,z
0,5.60901,4.1884,11.6655
1,5.06806,5.98187,7.6316
2,0.90326,0.39442,19.99997
3,1.39491,4.22632,16.89733
4,1.06078,6.49142,14.08601
5,0.14805,2.64863,19.34932
6,7.31458,3.9463,7.03391
7,2.23305,6.55403,1.1303
8,6.04208,2.86468,20.26921
9,3.83976,2.35615,7.5058
10,4.02504,3.0,2.9856
11,0.63165,6.53974,6.20132
12,6.60471,0.751,3.40644
13,7.0086,1.12778,0.65533
14,3.60311,5.19211,17.90117
15,5.32938,4.2391,15.5
16,4.87149,4.03348,7.6866
17,3.43223,3.69151,0.68898
18,5.67822,2.21744,4.61172
19,0.03522,1.50158,11.29868
20,0.22665,4.97757,10.85391
21,3.66166,7.16343,4.15011
22,2.38354,1.43947,10.8017
23,4.8116,0.12693,10.40209
24,5.3345,4.44582,14.85423
25,5.40174,6.42788,15.39113
26,6.96824,4.21552,7.74852
27,3.94939,2.27234,0.75591
28,3.10601,2.06493,18.16244
29,3.44792,3.95614,9.07032
30,0.50858,0.81425,16.79522
31,2.19712,5.68518,1.99755
32,3.90963,5.27193,4.14943
33,0.28653,1.5,12.76252
34,3.81576,3.14703,12.25751
35,2.63111,6.03048,15.0
