c,x,y,z
0,1.54065,3.4152,13.14609
1,1.5,5.91718,9.60173
2,0.25021,5.45229,0.39634
3,0.45605,5.59203,15.62009
4,0.44067,0.65035,14.84818
5,5.07219,3.62682,18.14777
6,6.89042,2.82266,7.39827
7,5.79093,6.5528,2.39924
8,4.07753,3.74436,0.51759
9,2.38372,4.79406,7.30151
10,4.38964,2.44596,2.6956
11,4.06624,2.83834,5.14777
12,6.81458,4.74158,3.82565
13,2.69775,3.5,4.1208
14,2.78113,6.95322,18.4161
15,2.47533,1.40551,15.50966
16,3.1197,2.05525,9.72291
17,0.93086,2.703,18.19849
18,6.41792,2.92394,6.69466
19,4.29789,4.91775,11.05039
20,1.89244,5.82122,12.29672
21,2.70623,6.71382,6.52019
22,2.3503,0.24966,11.10466
23,6.45273,2.84513,9.29963
24,7.12939,5.53747,14.99038
25,6.37164,3.13196,13.76182
26,0.09588,1.34923,7.75088
27,4.86006,7.34191,0.30361
28,5.19178,0.36084,19.13858
29,3.64669,3.08133,9.23197
30,6.77134,5.96215,16.25029
31,4.13665,4.67163,3.17479
32,5.83992,6.38018,3.65072
33,6.22863,0.64901,11.49486
34,5.26146,2.56498,11.86448
35,3.5,0.83935,14.65731
