avg_Rgx2,avg_Rgy2,avg_Rgz2,diff,avg_Rg2/3
0.0,0.0,33.25000000000001,0.0,11.083333333333336
0.3898380115222222,0.4330591275805555,19.32358972431111,0.043221116058333287,6.715495621137962
0.4976913268361111,0.39535670879444434,18.732284095933338,0.10233461804166677,6.541777377187965
0.4083139598333332,0.5794355600694444,18.62324195913334,0.17112160023611123,6.536997159678705
0.46761802855000006,0.5945785988083333,16.754059118205554,0.12696057025833324,5.938751915187962
0.6861997237444444,0.8900388377194441,13.667005091125004,0.20383911397499976,5.081081217529631
0.7394272741444445,0.8939286652222225,10.627266264191666,0.15450139107777794,4.086874067852778
1.2870021524833333,1.5719643165499997,5.355192870563889,0.2849621640666664,2.738053113199074
1.6152912117499996,1.6280262062138895,3.216936501027777,0.012734994463889926,2.153417972997222
1.9284988176027769,1.742200495741667,1.8210406844111107,0.18629832186110984,1.8305799992518514
1.606372384213889,1.379195273822222,2.0723479765583335,0.2271771103916671,1.685971878198148
1.7421567263750002,1.381201947636111,1.7508555722388885,0.36095477873888915,1.6247380820833335
1.8777544350250004,1.7232195451777774,1.5027067455055552,0.15453488984722297,1.7012269085694445
1.9149801652972225,1.6680841331388883,1.7693248513444453,0.24689603215833422,1.7841297165935188
1.5996976178972222,1.788270301608333,1.924405622341666,0.1885726837111108,1.7707911806157401
1.9157286818055554,1.7978179520083333,1.6093389445249995,0.11791072979722217,1.7742951927796293
1.7420898060999999,1.7341798404472222,1.6580129709638887,0.007909965652777684,1.7114275391703704
2.0454482550166664,1.5553942099305562,1.4796635384416663,0.49005404508611017,1.6935020011296296
1.8233629937527778,1.5346551021027781,1.5026582865944442,0.28870789164999966,1.6202254608166669
1.6107636668388892,1.9702773882611113,1.589451479291667,0.35951372142222215,1.723497511463889
1.5815350325722224,2.036252708183334,1.6445270743944445,0.45471767561111154,1.7541049383833336
2.0959701497361114,1.3972449008555554,1.6307515538416668,0.698725248880556,1.7079888681444446
1.814391216366666,1.9369405015,1.6248166084583338,0.12254928513333407,1.7920494421083333
1.9721403864527778,1.6206288927444443,1.418032904733334,0.35151149370833346,1.6702673946435187
1.6543013746083335,1.660097837577778,1.6755112823388891,0.005796462969444471,1.6633034981750001
1.745226319836111,1.6812624847583337,1.8420450305000005,0.06396383507777736,1.7561779450314816
1.6895280376611113,1.530840195061111,1.7176572229805558,0.15868784260000024,1.6460084852342594
2.008773397813889,1.3255248135999997,1.8100348311138887,0.6832485842138893,1.7147776808425925
1.4185986345694441,1.6361569578750002,1.863731766280556,0.21755832330555602,1.6394957862416668
1.9587838667833342,1.7776323739472222,1.2485789388611113,0.18115149283611198,1.6616650598638891
1.6392615372777781,1.2307721689777777,1.7582220535638893,0.4084893683000004,1.542751919939815
1.8296438152694445,1.4775965807138889,1.6038566328194446,0.35204723455555564,1.6370323429342593
2.0277873227527774,1.3284405957833334,1.975304013877778,0.699346726969444,1.7771773108046294
1.626222691702778,1.967026131608333,1.4864584596083328,0.34080343990555506,1.6932357609731479
1.6235951319305562,1.9982027902055555,1.7841519569000006,0.3746076582749993,1.8019832930120374
1.400780269816667,1.9969100980333334,1.7278185261611112,0.5961298282166665,1.7085029646703704
1.7737473343750003,1.3635475417305554,1.6900094135166666,0.41019979264444495,1.6091014298740742
1.682527194838889,1.556962395097222,1.6289374985055556,0.1255647997416669,1.6228090294805557
1.8103967896666664,1.9205687500583335,2.0919586707138884,0.1101719603916671,1.9409747368129626
1.7645211347,1.6629125798083337,1.5099501827222221,0.10160855489166631,1.6457946324101853
1.7631769578749996,1.747148872677778,1.6287608983027781,0.016028085197221653,1.7130289096185187
