c,x,y,z
0,3.76832,3.54386,18.21096
1,0.42535,5.55894,13.19097
2,7.41726,6.56828,19.93822
3,2.10122,6.27348,10.45812
4,4.78917,2.63656,13.24083
5,0.20393,3.02686,9.3471
6,7.28563,2.61036,4.42065
7,2.74859,1.47749,17.04919
8,2.91816,4.45041,18.34928
9,2.60266,3.59668,17.65596
10,3.82173,5.73854,2.85472
11,2.82138,0.15995,7.2455
12,2.60016,4.41087,1.87965
13,4.76658,3.14493,3.45832
14,5.98583,5.27445,18.70037
15,2.54508,1.51577,8.84227
16,4.63991,1.89952,9.06463
17,2.05607,0.59076,1.65072
18,6.72762,7.29121,8.63282
19,3.19306,0.5892,4.99056
20,5.73539,4.87852,12.53854
21,0.07995,4.86958,7.2391
22,3.91142,3.33834,7.34347
23,6.60708,6.5905,4.70229
24,0.72607,1.94575,12.14072
25,4.93685,4.74261,9.5
26,2.2828,6.10601,16.86533
27,3.29979,3.68628,1.11948
28,6.03182,0.47323,16.70229
29,3.3274,1.11384,15.09887
30,0.80054,7.18141,7.82203
31,6.14051,3.90368,2.05561
32,2.63656,4.05939,11.56876
33,7.15371,3.08047,14.7929
34,5.27103,7.33796,13.29103
35,2.39437,4.72212,6.14917
