c,x,y,z
0,3.08858,4.70211,14.05064
1,0.26607,4.82296,13.09688
2,0.71155,2.89714,19.93562
3,6.78953,0.08911,10.79628
4,4.60601,1.42236,13.10076
5,7.22075,2.64028,8.82735
6,1.33171,3.72766,3.66592
7,1.1407,6.16143,15.79576
8,3.4566,4.78246,0.21373
9,1.17223,4.47973,19.43446
10,0.21201,1.13253,20.49993
11,3.37885,4.21834,7.5
12,2.23342,6.09659,19.90929
13,3.72807,5.58131,4.34729
14,4.43568,3.34804,17.89733
15,2.96498,6.77172,10.44875
16,4.22391,0.4732,5.46293
17,2.53929,2.30442,0.24538
18,5.54649,2.37077,9.70229
19,0.07615,3.4152,4.3016
20,6.04358,4.5139,11.74852
21,4.99124,5.6497,6.58063
22,2.70251,3.5092,6.83369
23,0.51313,0.07618,5.1485
24,0.24406,6.20631,12.71673
25,5.05311,4.63228,10.0299
26,0.81083,7.31663,17.64335
27,5.81715,4.75016,3.25388
28,4.09803,3.22048,15.69456
29,6.74801,2.47664,15.29771
30,0.02487,0.99309,7.2138
31,2.73395,7.0421,4.14906
32,2.27193,3.48033,10.74732
33,4.35357,1.38631,16.06983
34,2.69259,1.90563,14.39876
35,2.33161,4.15951,6.17126
