c,Rg,Rgx,Rgy,Rgz
0,2.121061645403075,1.8381469287301275,0.6783124238874,0.8124103812729131
1,2.582990098200146,1.3786374978216716,0.7485693534336013,2.0520332404958745
2,2.034841876559454,1.7897150354455875,0.5894913204619726,0.7681155756785564
3,2.4810251869136675,1.0770283480484621,1.9099000916278317,1.1609382221289812
4,1.8909109219103897,1.1172999042781666,0.9576965899490297,1.187435168798701
5,2.534079127592507,1.6008754566174097,0.8431751495982315,1.7742069959280398
6,2.048435397199531,1.4313950482309208,1.0035890792550504,1.0677100507160173
7,2.3745416945170703,0.8550932639192055,2.0965150369362964,0.7154638138298819
8,1.5365808319122036,1.0730447439412765,0.8658255529262229,0.6782342828256325
9,2.282568882421733,1.5680638029110932,0.5896397484057532,1.5503617578165425
10,2.477994047289057,1.8035222094557082,0.47704533327557036,1.6310088560151967
11,2.7475857953119496,1.83343708002211,0.9696533958585406,1.802084478624684
12,1.6805634907970601,1.34302498919417,0.7145409872778468,0.7141489357970087
13,2.2170252993820347,0.6783124238874001,1.9046148986343672,0.9096897941606248
14,2.7500965375964532,1.3961550329744907,2.042917958607246,1.2001117882930739
15,2.0580585628450905,1.411631720952742,0.9248427001928491,1.1779503013285406
16,1.935547435404258,1.5012155283302928,1.0405256037695567,0.6403142041997819
17,1.8917658421168302,1.018646469046057,1.3373181409073907,0.8675929705224683
18,2.2441824244254294,1.541223236296416,1.3832876382011083,0.8645814016042678
19,1.6577764847228351,1.209838340440573,0.7463302652981454,0.8529391528122038
20,2.24813610419832,1.2918754206578897,1.3407435920413715,1.2599922463650322
21,2.3366027256895854,1.4447933139726248,1.6680176977478387,0.7681155756785563
22,2.2916612945634003,1.1853553307342064,1.6908885711364896,0.9937505063646508
23,2.4306805622294347,2.100394052172116,0.9521298669824406,0.7681155756785564
24,2.0641506486203958,1.805588131357758,0.7145409872778468,0.7000004125713069
25,1.8483099650491523,0.9101240733548366,0.7399442360070116,1.4284279560411854
26,2.24197472434459,1.3006282237442026,1.4414201095100623,1.1212158383201694
27,2.3070652790287496,0.7399442360070115,2.031632738562755,0.8046745583774848
28,1.8282017730546045,0.9270628295859995,1.0748594312281026,1.1521950512391552
29,2.7018383957224383,2.0472959044554355,1.2887014037782376,1.203228526964018
30,1.981653088787238,1.4659345150790333,1.1534664663092724,0.6689544625009984
31,2.415373905837355,2.157902060451308,0.7681009335367326,0.7664925038120074
32,2.81826713302696,1.278098484507356,1.208529473740711,2.2019424170718
33,2.551338223383956,1.461324810437433,1.5675139809264864,1.3844697353499642
34,2.007163561496671,1.0332110530283733,1.309073091924206,1.1169190313088948
35,2.6659795202701764,1.1172320976413093,1.094262294699036,2.159126970073784
