c,x,y,z
0,2.96323,7.2388,12.51489
1,0.33639,2.09987,9.76063
2,0.86346,3.2914,9.53448
3,6.84836,1.40202,14.14421
4,1.35507,3.3664,16.4796
5,6.01076,3.60199,2.65216
6,6.98878,1.34458,5.78176
7,1.43209,0.81834,11.764
8,4.1215,6.13947,13.27111
9,4.64943,0.4153,10.75163
10,1.44987,7.39312,12.86107
11,3.39399,2.55208,6.34498
12,4.82122,3.35542,19.76147
13,6.04818,4.85538,4.05505
14,3.80288,5.31537,16.85391
15,5.82385,7.14526,8.14145
16,6.15636,6.7434,0.51874
17,5.61555,4.5,7.85252
18,5.49905,2.54833,11.53563
19,3.85429,4.23342,17.00779
20,0.56181,7.03949,9.5335
21,1.35565,4.75156,9.63504
22,0.56321,5.56254,8.71586
23,4.50955,4.21083,9.24911
24,5.63264,6.21604,10.1258
25,2.23189,5.16024,12.7092
26,0.00192,6.5446,12.31481
27,3.01818,1.63115,8.67435
28,2.85403,3.75832,11.2645
29,2.89756,5.09591,2.20424
30,5.95293,2.28962,19.95731
31,5.5,1.54232,3.25513
32,5.21632,4.35674,6.9168
33,7.14672,6.29329,1.24533
34,2.13692,4.49854,8.75782
35,4.92394,5.09826,8.93595
