c,x,y,z
0,3.36344,6.33802,16.0
1,2.05311,2.95374,9.59887
2,1.03013,4.31824,6.45376
3,5.9435,3.22491,16.35939
4,3.85839,2.5848,15.26137
5,5.4089,3.27929,2.75088
6,1.86178,3.87792,0.77853
7,0.08163,1.35565,13.83675
8,4.10466,5.53928,15.19705
9,3.53628,6.02227,18.63529
10,1.98542,5.88018,16.85391
11,5.31015,6.03255,6.76564
12,7.429,1.65545,0.6026
13,1.12659,0.45876,4.70739
14,1.29926,1.05766,18.74345
15,7.33825,0.02056,8.29963
16,6.14134,6.82342,3.10173
17,4.16481,0.63221,6.00488
18,5.42332,2.70652,10.96541
19,0.4005,6.26143,0.4404
20,1.28669,2.37996,14.44973
21,0.96797,4.29749,11.77766
22,1.50542,5.82385,8.07534
23,7.39015,6.78781,10.55221
24,5.67982,0.17307,11.25882
25,6.62005,6.99952,14.59311
26,5.05939,6.53428,17.13787
27,2.95374,2.44497,4.20084
28,4.32938,2.42371,10.29674
29,4.85721,4.19679,18.55027
30,4.0612,4.297,4.19893
31,3.71038,5.44485,1.65144
32,5.93411,4.06609,8.33835
33,4.72071,3.17615,19.37576
34,3.23342,4.86667,12.55376
35,2.79965,3.79406,9.45188
